symbol,weight
META,0.2032244446843371
CEG,0.12664940805877165
NFLX,0.1003011214921422
AMZN,0.09786674446958782
LRCX,0.09297713767757079
KLAC,0.08148534112297745
ISRG,0.07612358942356073
ADBE,0.07490243328768759
AMAT,0.07445319176401434
INTU,0.07201658801935033
